Date;Stock Splits;Dividends;Open;High;Low;Close;Volume;Return_1_day;Return_31_day;Return_365_day;Trend_1_day;Trend_31_day;Trend_365_day;SMA_High_7;SMA_Low_7;SMA_Open_7;SMA_Close_7;SMA_High_31;SMA_Low_31;SMA_Open_31;SMA_Close_31;SMA_High_186;SMA_Low_186;SMA_Open_186;SMA_Close_186;SMA_High_365;SMA_Low_365;SMA_Open_365;SMA_Close_365;target
2003-05-06 00:00:00-04:00;0.0;0.0;16.054133633646504;16.451451324457206;16.029300685920777;16.370746612548828;54299500.0;-0.014410719066767672;-0.01137657686963488;0.07053617470656483;-1;-1;1;16.348568434887188;16.030181778582385;16.13128528531436;16.16498647417341;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;16.358324092731817
2003-05-07 00:00:00-04:00;0.0;0.0;16.209330013745266;16.358324092731817;16.041711230848012;16.13483238220215;49120000.0;-0.009619473197483621;0.01308217146598081;0.10248780661376315;-1;1;1;16.348568434887188;16.030181778582385;16.13128528531436;16.16498647417341;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;16.227947162034926
2003-05-08 00:00:00-04:00;0.0;0.0;15.985832026755048;16.227947162034926;15.960999097957512;15.979623794555664;46401400.0;0.024087587320249345;0.001554561541193076;0.10418426997138312;1;1;1;16.348568434887188;16.030181778582385;16.13128528531436;16.16498647417341;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;16.45144730566028
2003-05-09 00:00:00-04:00;0.0;0.0;16.078961469466876;16.45144730566028;16.072753234052005;16.364534378051758;58913600.0;-0.006070005241424292;-0.02503802859041352;0.09810869317667259;-1;-1;1;16.348568434887188;16.030181778582385;16.13128528531436;16.16498647417341;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;16.432819153254254
2003-05-12 00:00:00-04:00;0.0;0.0;16.234160398038874;16.432819153254254;16.1782874751221;16.265201568603516;53900800.0;-0.008015221074973761;-0.03587776233780702;0.09942516402525901;-1;-1;1;16.348568434887188;16.030181778582385;16.13128528531436;16.16498647417341;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;16.265202941377684
2003-05-13 00:00:00-04:00;0.0;0.0;16.165873555386646;16.265202941377684;16.07275121993283;16.13483238220215;44501900.0;-0.014236167795936755;-0.009234453114850296;0.07648718883207699;-1;-1;1;16.348568434887188;16.030181778582385;16.13128528531436;16.16498647417341;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;16.252787064694143
2003-05-14 00:00:00-04:00;0.0;0.0;16.190705900161294;16.252787064694143;15.85546950624347;15.905134201049805;45021000.0;0.006635670464263088;0.0003893812483728313;0.08770347928394623;1;1;1;16.348568434887188;16.030181778582385;16.13128528531436;16.16498647417341;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;16.147253075740526
2003-05-15 00:00:00-04:00;0.0;0.0;16.04792366376404;16.147253075740526;15.874096600755184;16.01067543029785;45450200.0;-0.008530647035663294;-0.0058163935715174935;0.09109260495782508;-1;-1;1;16.305111542213375;16.008009766415874;16.13039814675972;16.113547733851842;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;16.172082196684002
2003-05-16 00:00:00-04:00;0.0;0.0;16.066544565674903;16.172082196684002;15.774764613637885;15.874094009399414;60620900.0;-0.031677972632821225;0.02268294379747091;0.11034127929058682;-1;1;1;16.27850555706369;15.969874535385854;16.11000022560681;16.07629939488002;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.855466463302893
2003-05-19 00:00:00-04:00;0.0;0.0;15.768552375997345;15.855466463302893;15.35881842645525;15.371234893798828;55336300.0;-0.005250309159228356;0.08562215394206246;0.14096221420298466;-1;1;1;16.225294028673396;15.883848725171248;16.078960275498567;15.989386694771904;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.520231099727077
2003-05-20 00:00:00-04:00;0.0;0.0;15.433318184480498;15.520231099727077;15.209826477732536;15.290531158447266;52677600.0;-0.024360823397128126;0.07592393423580597;0.14534664264663433;-1;1;1;16.09226314211151;15.760573474268465;15.986725520500514;15.835957663399833;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.340190369686715
2003-05-21 00:00:00-04:00;0.0;0.0;15.290525695276328;15.340190369686715;14.83112716095544;14.918041229248047;108960900.0;0.00540999955250692;0.14107359982611697;0.17856201295172827;1;1;1;15.936173315887576;15.568122000816084;15.851920562963008;15.643506186349052;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.067037205827353
2003-05-22 00:00:00-04:00;0.0;0.0;15.02358075809681;15.067037205827353;14.924251396398597;14.998747825622559;93157100.0;0.002483384493754088;0.14652350014722781;0.17889950402887916;1;1;1;15.76500678223753;15.40405059745405;15.688735877635889;15.481208392551967;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.234655383537174
2003-05-23 00:00:00-04:00;0.0;0.0;15.023580201720488;15.234655383537174;14.918042610812146;15.035995483398438;76968000.0;0.023534311989356595;0.13418676089584017;0.185556561352305;1;1;1;15.619559399215106;15.27013246953529;15.522003635001486;15.357045718601771;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.451937251405749
2003-05-27 00:00:00-04:00;0.0;0.0;15.054619828654083;15.451937251405749;15.035995130425354;15.389857292175293;68486800.0;-0.015328148494478831;0.08551848543464312;0.1798601202731413;-1;1;1;15.52022856716728;15.150403688059601;15.380103087128635;15.268357413155693;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.439532250112096
2003-05-28 00:00:00-04:00;0.0;0.0;15.383659302323382;15.439532250112096;15.085669852750208;15.153959274291992;91467000.0;-0.0004103189424243229;0.11880344451424342;0.2110355908888553;-1;1;1;15.415578574799865;15.051961579361361;15.28254804950699;15.16548102242606;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.315360053561296
2003-05-29 00:00:00-04:00;0.0;0.0;15.1911977639005;15.315360053561296;15.042203726767152;15.147741317749023;75451300.0;0.008606446993803278;0.12295091565756237;0.2102924294418165;1;1;1;15.33842051626535;15.006730907977346;15.200068819207441;15.133553368704659;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.464351772954622
2003-05-30 00:00:00-04:00;0.0;0.0;15.352605965827825;15.464351772954622;15.216028414950168;15.278109550476074;85096700.0;0.0012194559401318044;0.10808620509818224;0.22004594307744962;1;1;1;15.330437755297856;15.007616899008438;15.188538502257058;15.131778853280204;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.53885696029205
2003-06-02 00:00:00-04:00;0.0;0.0;15.507815785321581;15.53885696029205;15.25328407106248;15.296740531921387;66310800.0;0.009740211767045651;0.1168832269988488;0.21692266017115555;1;1;1;15.358818696812905;15.06792502902373;15.219579943692095;15.18587875366211;;15.394866889626671;15.57410057182479;15.54346066136514;;16.49518336385619;16.671933708030718;16.65047247691821;;16.582125391229155;16.735188219577218;16.720163860059763;15.47056696306692
